,Player,Span,Mat,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff,Unnamed: 14
257,RW Price (ZIM),2002-2012,102,406,46,9.66,0,100,4/22,35.75,0,17,0,-26.08,
258,L Vincent (NZ),2001-2007,102,2413,172,27.11,3,1,1/0,25.00,0,41,0,2.11,
259,MDKJ Perera (SL),2013-2020,101,2825,135,31.04,5,-,-,-,-,43,3,-,
260,Rubel Hossain (BDESH),2009-2019,101,140,17,5.0,0,126,6/26,34.12,1,20,0,-29.12,
261,CR Woakes (ENG),2011-2020,101,1226,95*,25.02,0,143,6/45,30.65,3,44,0,-5.63,
262,NV Knight (ENG),1996-2003,100,3637,125*,40.41,5,-,-,-,-,44,0,-,
263,AU Rashid (ENG),2009-2020,100,590,69,18.43,0,146,5/27,31.49,2,30,0,-13.05,
264,Sikandar Raza (ZIM),2013-2020,100,2801,141,34.58,3,59,3/21,41.49,0,40,0,-6.91,
265,TWM Latham (NZ),2012-2020,99,2696,137,32.87,4,-,-,-,-,82,7,-,
266,J Garner (WI),1977-1987,98,239,37,9.19,0,146,5/31,18.84,3,30,0,-9.65,
267,IDS Smith (NZ),1980-1992,98,1055,62*,17.29,0,-,-,-,-,81,5,-,
268,JN Gillespie (AUS),1996-2005,97,289,44*,12.56,0,142,5/22,25.42,3,10,0,-12.86,
269,KJ Hughes (AUS),1977-1985,97,1968,98,24.0,0,0,-,-,0,27,0,-,
270,AG Cremer (ZIM),2009-2018,96,744,58,14.58,0,119,6/46,30.22,3,37,0,-15.63,
271,DK Morrison (NZ),1987-1996,96,171,20*,9.0,0,126,5/34,27.53,2,19,0,-18.53,
272,BA Stokes (ENG),2011-2019,95,2682,102*,40.63,3,70,5/61,41.71,1,45,0,-1.07,
273,PA Strang (ZIM),1994-2001,95,1090,47,22.24,0,96,5/21,33.05,2,30,0,-10.80,
274,DNT Zoysa (SL),1997-2007,95,343,47*,13.19,0,108,5/26,29.75,1,13,0,-16.55,
275,KD Karthik (INDIA),2004-2019,94,1752,79,30.2,0,-,-,-,-,64,7,-,
276,KS More (INDIA),1984-1993,94,563,42*,13.09,0,-,-,-,-,63,27,-,
277,DR Tuffey (NZ),2000-2010,94,295,36,9.51,0,110,4/24,32.12,0,20,0,-22.61,
278,MS Wade (AUS),2012-2017,94,1777,100*,25.75,1,-,-,-,-,108,9,-,
279,CR Ervine (ZIM),2010-2019,93,2571,130*,32.54,3,-,-,-,-,42,0,-,
280,MC Snedden (NZ),1980-1990,93,535,64,15.28,0,114,4/34,28.39,0,19,0,-13.10,
281,AN Cook (ENG),2006-2014,92,3204,137,36.4,5,-,-,-,-,36,0,-,
282,MW Gatting (ENG),1977-1993,92,2095,115*,29.5,1,10,3/32,33.60,0,22,0,-4.09,
283,RW Marsh (AUS),1971-1984,92,1225,66,20.08,0,-,-,-,-,120,4,-,
284,R Rampaul (WI),2003-2015,92,362,86*,12.48,0,117,5/49,29.35,2,14,0,-16.86,
285,PR Reiffel (AUS),1992-1999,92,503,58,13.97,0,106,4/13,29.20,0,25,0,-15.23,
286,KAJ Roach (WI),2008-2019,92,308,34,13.39,0,124,6/27,30.34,3,21,0,-16.95,
287,MA Starc (AUS),2010-2020,91,371,52*,11.59,0,178,6/28,22.22,7,27,0,-10.63,
288,CL White (AUS),2005-2018,91,2072,105,33.96,2,12,3/5,29.25,0,37,0,4.71,
289,GJ Bailey (AUS),2012-2016,90,3044,156,40.58,3,-,-,-,-,48,0,-,
290,TA Boult (NZ),2012-2020,90,159,21*,9.35,0,164,7/34,25.29,5,31,0,-15.93,
291,SL Campbell (WI),1994-2001,90,2283,105,26.24,2,8,4/30,21.25,0,23,0,4.99,
292,KO Otieno (KENYA),1996-2009,90,2016,144,23.44,2,0,-,-,0,43,14,-,
293,AM Rahane (INDIA),2011-2018,90,2962,111,35.26,3,-,-,-,-,48,0,-,
294,JE Taylor (WI),2003-2017,90,278,43*,8.42,0,128,5/48,29.53,1,20,0,-21.10,
295,CB Wishart (ZIM),1996-2005,90,1719,172*,23.22,2,0,-,-,0,26,0,-,
296,AC Hudson (SA),1991-1997,89,2559,161,29.41,2,0,-,-,0,18,0,-,
297,LE Plunkett (ENG),2005-2019,89,646,56,20.83,0,135,5/52,29.70,1,26,0,-8.86,
298,Wahab Riaz (PAK),2008-2019,89,680,54*,13.87,0,115,5/46,34.87,1,27,0,-21.00,
299,JV Coney (NZ),1979-1987,88,1874,66*,30.72,0,54,4/46,37.75,0,40,0,-7.03,
300,DW Fleming (AUS),1994-2001,88,152,29,11.69,0,134,5/36,25.38,1,14,0,-13.69,
301,AJ Hall (SA),1999-2007,88,905,81,21.04,0,95,5/18,26.47,1,29,0,-5.42,
302,N Hussain (ENG),1989-2003,88,2332,115,30.28,1,-,-,-,-,40,0,-,
303,GH Dockrell (IRE),2010-2019,87,579,62*,16.54,0,89,4/24,37.38,0,36,0,-20.83,
304,AH Jones (NZ),1987-1995,87,2784,93,35.69,0,4,2/42,54.00,0,23,0,-18.30,
305,CH Lloyd (WI),1973-1985,87,1977,102,39.54,1,8,2/4,26.25,0,39,0,13.29,
306,BAW Mendis (SL),2008-2015,87,188,21*,8.17,0,152,6/13,21.86,3,15,0,-13.69,
307,Mohammad Sami (PAK),2001-2015,87,314,46,11.62,0,121,5/10,29.47,1,19,0,-17.84,
308,SP O'Donnell (AUS),1985-1991,87,1242,74*,25.34,0,108,5/13,28.72,1,22,0,-3.37,
309,JJ Roy (ENG),2015-2020,87,3434,180,42.39,9,-,-,-,-,31,0,-,
310,RG Twose (NZ),1995-2001,87,2717,103,38.81,1,4,2/31,58.75,0,37,0,-19.93,
311,RS Kalpage (SL),1992-1999,86,844,51,20.58,0,73,4/36,40.75,0,33,0,-20.16,
312,JK Kamande (KENYA),1999-2011,86,1055,74,17.29,0,48,4/36,45.18,0,20,0,-27.89,
313,VVS Laxman (INDIA),1998-2006,86,2338,131,30.76,6,0,-,-,0,39,0,-,
314,Saleem Yousuf (PAK),1982-1990,86,768,62,17.86,0,-,-,-,-,81,22,-,
315,MP Vaughan (ENG),2001-2007,86,1982,90*,27.15,0,16,4/22,40.56,0,25,0,-13.41,
316,Aftab Ahmed (BDESH),2004-2010,85,1954,92,24.73,0,12,5/31,54.66,1,29,0,-29.93,
317,M Amarnath (INDIA),1975-1989,85,1924,102*,30.53,2,46,3/12,42.84,0,23,0,-12.30,
318,WKM Benjamin (WI),1986-1995,85,298,31,7.45,0,100,5/22,30.79,1,16,0,-23.33,
319,TT Bresnan (ENG),2006-2015,85,871,80,19.79,0,109,5/48,34.98,1,20,0,-15.18,
320,JM Kemp (Afr/SA),2001-2007,85,1512,100*,31.5,1,32,3/20,31.71,0,33,0,-0.21,
321,RAS Lakmal (SL),2009-2019,85,244,26,9.38,0,107,4/13,32.50,0,19,0,-23.12,
322,L Ronchi (AUS/NZ),2008-2017,85,1397,170*,23.67,1,-,-,-,-,105,12,-,
323,IR Bishop (WI),1988-1997,84,405,33*,16.2,0,118,5/25,26.50,2,12,0,-10.29,
324,CD Collymore (WI),1999-2007,84,104,13*,5.77,0,83,5/51,35.22,1,12,0,-29.45,
325,MJ Greatbatch (NZ),1988-1996,84,2206,111,28.28,2,0,-,-,0,35,0,-,
326,JR Hopes (AUS),2005-2010,84,1326,63*,25.01,0,67,5/14,35.58,1,25,0,-10.56,
327,NL McCullum (NZ),2009-2015,84,1070,65,20.98,0,63,3/24,46.92,0,41,0,-25.94,
328,Mohammad Shahzad (AFG),2009-2019,84,2727,131*,33.66,6,-,-,-,-,64,25,-,
329,CB Mpofu (ZIM),2004-2020,84,57,9*,2.85,0,93,6/52,38.50,1,11,0,-35.65,
330,Samiullah Shinwari (AFG),2009-2019,84,1811,96,29.2,0,46,4/31,37.58,0,21,0,-8.37,
331,PS de Villiers (SA),1992-1997,83,170,20*,8.09,0,95,4/27,27.74,0,15,0,-19.65,
332,GD Elliott (NZ),2008-2016,83,1976,115,34.06,2,39,4/31,30.23,0,17,0,3.83,
333,HA Gomes (WI),1978-1987,83,1415,101,28.87,1,41,4/31,25.48,0,14,0,3.38,
334,PL Taylor (AUS),1987-1992,83,437,54*,19.86,0,97,4/38,28.24,0,34,0,-8.38,
335,GM Wood (AUS),1978-1989,83,2219,114*,33.62,3,-,-,-,-,17,0,-,
336,SE Bond (NZ),2002-2010,82,292,31*,16.22,0,147,6/19,20.88,4,15,0,-4.66,
337,Dawlat Zadran (AFG),2011-2019,82,513,47*,17.68,0,115,4/22,29.76,0,16,0,-12.07,
338,DD Ebrahim (ZIM),2001-2005,82,1443,121,20.61,1,0,-,-,0,23,0,-,
339,GP Thorpe (ENG),1993-2002,82,2380,89,37.18,0,2,2/15,48.50,0,42,0,-11.31,
340,Ahmed Shehzad (PAK),2009-2017,81,2605,124,32.56,6,2,1/22,70.00,0,28,0,-37.43,
341,DJ Nash (NZ),1992-2002,81,624,42,15.6,0,64,4/38,40.96,0,25,0,-25.36,
342,MA Ouma (KENYA),2004-2014,80,1501,61,20.84,0,-,-,-,-,48,10,-,
343,I Sharma (INDIA),2007-2016,80,72,13,4.8,0,115,4/34,30.98,0,19,0,-26.18,
344,PL Symcox (SA),1993-1999,80,694,61,16.92,0,72,4/28,38.36,0,23,0,-21.43,
345,Imran Nazir (PAK),1999-2009,79,1895,160,24.61,2,1,1/3,48.00,0,26,0,-23.38,
346,GF Lawson (AUS),1980-1989,79,378,33*,11.11,0,88,4/26,29.45,0,18,0,-18.33,
347,LRD Mendis (SL),1975-1989,79,1527,80,23.49,0,-,-,-,-,14,0,-,
348,A Nel (SA),2001-2008,79,127,30*,12.7,0,106,5/45,27.68,1,21,0,-14.98,
349,PJ Ongondo (Afr/KENYA),1999-2011,79,391,36,9.09,0,78,5/51,30.12,1,17,0,-21.03,
350,RJ Peterson (SA),2002-2014,79,556,68,20.59,0,75,4/12,35.73,0,28,0,-15.14,
351,GP Swann (ENG),2000-2013,79,500,34,13.88,0,104,5/28,27.76,1,29,0,-13.88,
352,MN Waller (ZIM),2009-2018,79,1259,99*,19.07,0,10,2/44,56.60,0,22,0,-37.52,
353,RD Berrington (SCOT),2008-2019,78,1882,101*,28.08,1,32,4/40,38.37,0,29,0,-10.28,
354,J Botha (Afr/SA),2005-2012,78,609,46,19.03,0,72,4/19,40.50,0,36,0,-21.46,
355,BL Cairns (NZ),1974-1985,78,987,60,16.72,0,89,5/28,30.52,1,19,0,-13.79,
356,SD Hope (WI),2016-2020,78,3289,170,52.2,9,-,-,-,-,83,10,-,
357,Imrul Kayes (BDESH),2008-2018,78,2434,144,32.02,4,-,-,-,-,21,0,-,
358,EC Joyce (ENG/IRE),2006-2018,78,2622,160*,38.0,6,-,-,-,-,27,0,-,
359,BM McMillan (SA),1991-1998,78,841,127,23.36,1,70,4/32,36.98,0,42,0,-13.62,
360,JR Ratnayeke (SL),1982-1990,78,824,50,14.98,0,85,4/23,33.71,0,14,0,-18.73,
361,Salman Butt (PAK),2004-2010,78,2725,136,36.82,8,0,-,-,0,20,0,-,
362,JM Bairstow (ENG),2011-2020,77,2923,141*,47.14,9,-,-,-,-,35,2,-,
363,Khaled Mahmud (BDESH),1998-2006,77,991,50,14.36,0,67,4/19,42.76,0,17,0,-28.39,
364,Mohammed Shami (INDIA),2013-2020,77,147,25,7.73,0,144,5/69,25.42,1,27,0,-17.68,
365,AC Cummins (CAN/WI),1991-2007,76,486,44*,13.5,0,91,5/31,31.61,1,14,0,-18.11,
366,Junaid Khan (PAK),2011-2019,76,68,25,4.85,0,110,4/12,29.23,0,8,0,-24.37,
367,BKG Mendis (SL),2016-2020,76,2167,119,30.52,2,0,-,-,0,39,0,-,
368,TM Moody (AUS),1987-1999,76,1211,89,23.28,0,52,3/25,38.73,0,21,0,-15.44,
369,JJ Crowe (NZ),1983-1990,75,1518,88*,25.72,0,0,-,-,0,28,0,-,
370,NH Fairbrother (ENG),1987-1999,75,2092,113,39.47,1,0,-,-,0,33,0,-,
371,Mohsin Khan (PAK),1977-1986,75,1877,117*,26.81,2,1,1/2,5.00,0,13,0,21.81,
372,DN Patel (NZ),1987-1997,75,623,71,11.75,0,45,3/22,50.24,0,23,0,-38.48,
373,K Rabada (SA),2015-2019,75,259,31*,16.18,0,117,6/16,27.34,1,22,0,-11.15,
374,WB Rankin (ENG/IRE),2007-2020,75,100,18*,7.69,0,106,4/15,27.87,0,17,0,-20.18,
375,Shahriar Nafees (BDESH),2005-2011,75,2201,123*,31.44,4,-,-,-,-,13,0,-,
376,LPC Silva (SL),1999-2011,75,1587,107*,28.85,1,1,1/21,33.00,0,20,0,-4.14,
377,UT Yadav (INDIA),2010-2018,75,79,18*,7.9,0,106,4/31,33.63,0,22,0,-25.73,
378,Babar Azam (PAK),2015-2019,74,3359,125*,54.17,11,-,-,-,-,36,0,-,
379,GS Chappell (AUS),1971-1983,74,2331,138*,40.18,3,72,5/15,29.12,2,23,0,11.06,
380,SV Manjrekar (INDIA),1988-1996,74,1994,105,33.23,1,1,1/2,10.00,0,23,0,23.23,
381,Naved-ul-Hasan (PAK),2003-2010,74,524,33,15.87,0,110,6/27,29.28,1,16,0,-13.40,
382,DO Obuya (KENYA),2001-2012,74,1355,93,19.35,0,-,-,-,-,39,5,-,
383,BA Young (NZ),1990-1999,74,1668,74,24.52,0,-,-,-,-,28,0,-,
384,IJ Harvey (AUS),1997-2004,73,715,48*,17.87,0,85,4/16,30.31,0,17,0,-12.44,
385,KM Jadhav (INDIA),2014-2020,73,1389,120,42.09,2,27,3/23,37.77,0,33,0,4.31,
386,SE Marsh (AUS),2008-2019,73,2773,151,40.77,7,-,-,-,-,22,0,-,
387,Rahmat Shah (AFG),2013-2019,73,2359,114,35.2,4,14,5/32,36.00,1,19,0,-0.79,
388,RMH Binny (INDIA),1980-1987,72,629,57,16.12,0,77,4/29,29.35,0,12,0,-13.22,
389,CK Langeveldt (SA),2001-2010,72,73,12,6.63,0,100,5/39,29.62,2,11,0,-22.98,
390,MJ Santner (NZ),2015-2020,72,924,67,27.17,0,71,5/50,37.47,1,27,0,-10.30,
391,MW Goodwin (ZIM),1998-2000,71,1818,112*,27.13,2,4,1/12,52.50,0,20,0,-25.36,
392,HMRKB Herath (SL),2004-2015,71,140,17*,9.33,0,74,4/20,31.91,0,14,0,-22.58,
393,RM Hogg (AUS),1979-1985,71,137,22,9.13,0,85,4/29,28.44,0,8,0,-19.31,
394,Rashid Khan (AFG),2015-2019,71,905,60*,19.25,0,133,7/18,18.54,4,22,0,0.70,
395,OA Shah (ENG),2001-2009,71,1834,107*,30.56,1,7,3/15,26.28,0,21,0,4.28,
396,RA Smith (ENG),1988-1996,71,2419,167*,39.01,4,-,-,-,-,26,0,-,
397,GB Brent (ZIM),1996-2008,70,408,59*,12.0,0,75,4/22,37.01,0,20,0,-25.01,
398,TL Chatara (ZIM),2013-2019,70,165,23,6.6,0,95,4/33,30.57,0,6,0,-23.97,
399,AD Hales (ENG),2014-2019,70,2419,171,37.79,6,-,-,-,-,27,0,-,
400,GP Howarth (NZ),1975-1985,70,1384,76,23.06,0,3,1/4,22.66,0,16,0,0.40,
401,MM Patel (INDIA),2006-2011,70,74,15,6.72,0,86,4/29,30.26,0,11,0,-23.54,
402,RJ Ratnayake (SL),1982-1993,70,612,33*,16.54,0,76,5/32,35.68,1,11,0,-19.14,
403,Tauseef Ahmed (PAK),1982-1990,70,116,27*,10.54,0,55,4/38,40.85,0,10,0,-30.30,
404,Alok Kapali (BDESH),2002-2011,69,1235,115,19.6,1,24,3/49,52.29,0,29,0,-32.68,
405,JP Faulkner (AUS),2013-2017,69,1032,116,34.4,1,96,4/32,30.85,0,21,0,3.54,
406,ST Finn (ENG),2011-2017,69,136,35,8.0,0,102,5/33,29.37,2,15,0,-21.37,
407,DJ Hussey (AUS),2008-2013,69,1796,111,32.65,1,18,4/21,38.77,0,29,0,-6.12,
408,SB Joshi (INDIA),1996-2001,69,584,61*,17.17,0,69,5/6,36.36,1,19,0,-19.18,
409,NN Odhiambo (KENYA),2006-2014,69,528,66,12.0,0,70,4/61,36.92,0,7,0,-24.92,
410,P Kumar (INDIA),2007-2012,68,292,54*,13.9,0,77,4/31,36.02,0,11,0,-22.12,
411,MJ Prior (ENG),2004-2011,68,1282,87,24.18,0,-,-,-,-,71,8,-,
412,LMP Simmons (WI),2006-2015,68,1958,122,31.58,2,1,1/3,172.00,0,28,0,-140.41,
413,IJL Trott (ENG),2009-2013,68,2819,137,51.25,4,2,2/31,83.00,0,14,0,-31.74,
414,A Balbirnie (IRE),2010-2020,67,1910,145*,31.83,5,2,1/26,34.00,0,20,0,-2.16,
415,AJ Bichel (AUS),1997-2004,67,471,64,20.47,0,78,7/20,31.57,2,19,0,-11.09,
416,DT Johnston (IRE),2006-2013,67,743,45*,19.55,0,66,5/14,32.04,1,25,0,-12.49,
417,S Madan Lal (INDIA),1974-1987,67,401,53*,19.09,0,73,4/20,29.27,0,18,0,-10.17,
418,Najibullah Zadran (AFG),2012-2019,67,1586,104*,29.92,1,0,-,-,0,37,0,-,
419,Asif Mujtaba (PAK),1986-1996,66,1068,113*,26.04,1,7,2/38,94.00,0,18,0,-67.95,
420,CS MacLeod (SCOT),2008-2019,66,2175,175,37.5,8,9,2/26,77.11,0,30,0,-39.61,
421,HJH Marshall (NZ),2003-2007,66,1454,101*,27.43,1,-,-,-,-,18,0,-,
422,Sabbir Rahman (BDESH),2014-2019,66,1333,102,25.63,1,3,1/12,115.00,0,37,0,-89.36,
423,TM Alderman (AUS),1981-1991,65,32,9*,2.66,0,88,5/17,23.36,2,29,0,-20.69,
424,Gulbadin Naib (AFG),2011-2019,65,1041,82*,21.68,0,59,6/43,33.35,1,12,0,-11.66,
425,SP Narine (WI),2011-2016,65,363,36,11.0,0,92,6/27,26.46,2,14,0,-15.46,
426,Nasir Hossain (BDESH),2011-2018,65,1281,100,29.11,1,24,3/26,41.16,0,34,0,-12.05,
427,T Panyangara (ZIM),2004-2016,65,239,33,6.63,0,65,3/28,46.52,0,9,0,-39.88,
428,WD Parnell (SA),2009-2017,65,508,56,21.16,0,94,5/48,29.12,2,12,0,-7.96,
429,C Sharma (INDIA),1983-1994,65,456,101*,24.0,1,67,3/22,34.86,0,7,0,-10.86,
430,JJ Bumrah (INDIA),2016-2020,64,19,10*,3.8,0,104,5/27,24.43,1,17,0,-20.63,
431,PJ Cummins (AUS),2011-2020,64,260,36,9.62,0,105,5/70,27.55,1,16,0,-17.92,
432,MA Ealham (ENG),1996-2001,64,716,45,17.46,0,67,5/15,32.79,2,9,0,-15.32,
433,BA Edgar (NZ),1978-1986,64,1814,102*,30.74,1,0,-,-,0,12,0,-,
434,ND McKenzie (SA),2000-2009,64,1688,131*,37.51,2,0,-,-,0,21,0,-,
435,JF Mooney (IRE),2006-2015,64,963,96,23.48,0,48,4/27,34.06,0,19,0,-10.57,
436,C Pringle (NZ),1990-1995,64,193,34*,8.77,0,103,5/45,23.87,1,7,0,-15.10,
437,MA Suji (KENYA),1996-2006,64,247,16*,8.23,0,43,4/24,50.93,0,11,0,-42.69,
438,RGD Willis (ENG),1973-1984,64,83,24,10.37,0,80,4/11,24.60,0,22,0,-14.22,
439,DL Houghton (ZIM),1983-1997,63,1530,142,26.37,1,1,1/19,19.00,0,29,2,7.37,
440,DK Lillee (AUS),1972-1983,63,240,42*,9.23,0,103,5/34,20.82,1,10,0,-11.59,
441,RS Madugalle (SL),1979-1988,63,950,73,18.62,0,0,-,-,0,18,0,-,
442,HS Modi (KENYA),1996-2006,63,1109,78*,23.59,0,0,-,-,0,12,0,-,
443,JDS Neesham (NZ),2013-2020,63,1286,97*,29.22,0,61,5/31,32.98,1,23,0,-3.75,
444,Shoaib Mohammad (PAK),1984-1993,63,1269,126*,24.4,1,20,3/20,36.25,0,13,0,-11.84,
445,HA Varaiya (KENYA),2006-2014,63,252,34,12.0,0,68,4/25,30.11,0,15,0,-18.11,
446,AR Whittall (ZIM),1996-2000,63,168,29,7.63,0,45,3/23,50.02,0,21,0,-42.38,
447,A Bagai (CAN),2003-2013,62,1964,137*,37.76,2,-,-,-,-,59,9,-,
448,IDR Bradshaw (WI),2004-2007,62,287,37,12.47,0,78,3/15,29.47,0,6,0,-16.99,
449,AF Giles (ENG),1997-2005,62,385,41,17.5,0,55,5/57,37.61,1,22,0,-20.11,
450,Iftikhar Anjum (PAK),2004-2010,62,234,32,15.6,0,77,5/30,31.55,1,10,0,-15.95,
451,CPH Ramanayake (SL),1986-1995,62,210,26,10.0,0,68,4/17,30.13,0,11,0,-20.13,
452,Sohail Tanvir (PAK),2007-2014,62,399,59,13.75,0,71,5/48,36.14,1,15,0,-22.38,
453,Zaheer Abbas (PAK),1974-1985,62,2572,123,47.62,7,7,2/26,31.85,0,16,0,15.77,
454,JE Emburey (ENG),1980-1993,61,501,34,14.31,0,76,4/37,30.86,0,19,0,-16.55,
455,DA Gunawardene (SL),1998-2006,61,1708,132,28.46,1,-,-,-,-,13,0,-,
456,Mohammad Amir (PAK),2009-2019,61,363,73*,18.15,0,81,5/30,29.62,1,8,0,-11.47,
457,MO Odumbe (KENYA),1996-2003,61,1409,83,26.09,0,39,4/38,46.33,0,12,0,-20.24,
458,BA Reid (AUS),1986-1992,61,49,10,3.76,0,63,5/53,34.96,1,6,0,-31.19,
459,LL Tsotsobe (SA),2009-2013,61,56,16*,7.0,0,94,4/22,24.96,0,9,0,-17.96,
460,W Watson (NZ),1986-1994,61,86,21,7.81,0,74,4/27,30.36,0,9,0,-22.54,
461,AR White (IRE),2006-2014,61,776,79,18.04,0,25,4/44,27.52,0,21,0,-9.47,
462,Asad Shafiq (PAK),2010-2017,60,1336,84,24.74,0,0,-,-,0,14,0,-,
463,XJ Doherty (AUS),2010-2015,60,101,15*,14.42,0,55,4/28,40.43,0,19,0,-26.00,
464,Kuldeep Yadav (INDIA),2017-2020,60,118,19,13.11,0,104,6/25,26.16,1,7,0,-13.05,
465,Mohammad Irfan (PAK),2010-2016,60,48,12,4.0,0,83,4/30,30.71,0,11,0,-26.71,
466,Shafiul Islam (BDESH),2010-2020,60,134,24*,6.09,0,70,4/21,36.12,0,8,0,-30.03,
467,AO Suji (KENYA),1996-2008,60,506,67,12.97,0,21,2/14,55.95,0,19,0,-42.97,
468,F Behardien (SA),2013-2018,59,1074,70,30.68,0,14,3/19,51.35,0,27,0,-20.67,
469,EA Brandes (ZIM),1987-1999,59,404,55,13.03,0,70,5/28,32.37,2,11,0,-19.33,
470,KJ Coetzer (SCOT),2008-2019,59,2409,156,43.8,4,1,1/35,203.00,0,16,0,-159.19,
471,AR Cusack (IRE),2007-2015,59,745,71,22.57,0,63,5/20,23.96,1,18,0,-1.39,
472,Javed Omar (BDESH),1995-2007,59,1312,85*,23.85,0,-,-,-,-,12,0,-,
473,CJ McKay (AUS),2009-2014,59,190,30,9.04,0,97,5/28,24.37,2,7,0,-15.32,
474,Maninder Singh (INDIA),1983-1993,59,49,8*,12.25,0,66,4/22,31.30,0,18,0,-19.05,
475,GRJ Matthews (AUS),1984-1993,59,619,54,16.72,0,57,3/27,35.15,0,23,0,-18.42,
476,Naeem Islam (BDESH),2008-2014,59,975,84,27.08,0,35,3/32,40.20,0,19,0,-13.11,
477,BP Patterson (WI),1986-1993,59,44,13*,8.8,0,90,6/29,24.51,1,9,0,-15.71,
478,Arshad Khan (PAK),1993-2006,58,133,20,12.09,0,56,4/33,34.78,0,10,0,-22.69,
479,PW Borren (NL),2006-2014,58,1004,96,22.31,0,46,4/32,35.21,0,28,0,-12.90,
480,RL Dias (SL),1979-1987,58,1573,121,31.46,2,3,3/25,23.33,0,16,0,8.12,
481,SJ Harmison (ENG),2002-2009,58,91,18*,8.27,0,76,5/33,32.64,1,10,0,-24.37,
482,NM Hauritz (AUS),2002-2011,58,336,53*,22.4,0,63,4/29,34.15,0,24,0,-11.75,
483,Imran Farhat (PAK),2001-2013,58,1719,107,30.69,1,6,3/10,18.33,0,14,0,12.36,
484,BMAJ Mendis (SL),2010-2019,58,636,72,18.7,0,28,3/15,43.00,0,13,0,-24.29,
485,JA Morkel (Afr/SA),2004-2012,58,782,97,23.69,0,50,4/29,37.98,0,15,0,-14.28,
486,TJ Murtagh (IRE),2012-2019,58,188,23*,7.83,0,74,5/21,30.94,1,16,0,-23.11,
487,Mustafizur Rahman (BDESH),2015-2020,58,78,18*,7.8,0,109,6/43,23.04,5,12,0,-15.24,
488,AL Phehlukwayo (SA),2016-2020,58,563,69*,29.63,0,69,4/22,31.17,0,13,0,-1.54,
489,RP Singh (INDIA),2005-2011,58,104,23,10.4,0,69,4/35,33.95,0,13,0,-23.55,
490,ALF de Mel (SL),1982-1987,57,466,36,14.56,0,59,5/32,37.91,2,13,0,-23.35,
491,MR Marsh (AUS),2011-2020,57,1539,102*,34.97,1,47,5/33,36.17,1,27,0,-1.19,
492,D Mongia (INDIA),2001-2007,57,1230,159*,27.95,1,14,3/31,40.78,0,21,0,-12.83,
493,C Munro (NZ),2013-2019,57,1271,87,24.92,0,7,2/10,68.71,0,22,0,-43.79,
494,YK Pathan (INDIA),2008-2012,57,810,123*,27.0,2,33,3/49,41.36,0,17,0,-14.36,
495,SC Williams (WI),1994-1999,57,1586,105*,32.36,1,1,1/30,30.00,0,18,0,2.36,
496,B Zuiderent (NL),1996-2011,57,1097,77*,23.84,0,-,-,-,-,26,0,-,
497,DT Hondo (ZIM),2001-2005,56,127,17,7.47,0,61,4/37,35.59,0,15,0,-28.11,
498,CR Matthews (SA),1991-1997,56,141,26,10.84,0,79,4/10,25.00,0,10,0,-14.15,
499,RS Morton (WI),2002-2010,56,1519,110*,33.75,2,0,-,-,0,20,0,-,
500,AME Roberts (WI),1975-1983,56,231,37*,10.04,0,87,5/22,20.35,1,6,0,-10.31,
501,AD Russell (WI),2011-2019,56,1034,92*,27.21,0,70,4/35,31.84,0,11,0,-4.63,
502,RD Shah (KENYA),1998-2007,56,1506,113,27.88,1,0,-,-,0,16,0,-,
503,Tapash Baisya (BDESH),2002-2007,56,336,35*,12.0,0,59,4/16,41.55,0,8,0,-29.55,
504,SA Thomson (NZ),1990-1996,56,964,83,22.95,0,42,3/14,38.14,0,18,0,-15.19,
505,Yasir Hameed (PAK),2003-2007,56,2028,127*,36.87,3,0,-,-,0,14,0,-,
506,JR Murray (WI),1992-1999,55,678,86,22.6,0,-,-,-,-,46,7,-,
507,DBL Powell (WI),2002-2009,55,118,48*,5.36,0,71,4/27,31.53,0,13,0,-26.17,
508,Raqibul Hasan (BDESH),2008-2011,55,1308,89,27.82,0,-,-,-,-,18,0,-,
509,AT Rayudu (INDIA),2013-2019,55,1694,124*,47.05,3,3,1/5,41.33,0,17,0,5.72,
510,Soumya Sarkar (BDESH),2014-2019,55,1728,127*,33.88,2,9,3/56,35.33,0,33,0,-1.45,
511,A Zampa (AUS),2016-2020,55,117,22,6.88,0,75,4/43,36.01,0,11,0,-29.13,
512,MA Atherton (ENG),1990-1998,54,1791,127,35.11,2,-,-,-,-,15,0,-,
513,AM Blignaut (ZIM),1999-2010,54,626,63*,18.96,0,50,4/43,41.26,0,11,0,-22.29,
514,AR Caddick (ENG),1993-2003,54,249,36,12.45,0,69,4/19,28.47,0,9,0,-16.02,
515,RM Haq (SCOT),2006-2015,54,566,71,16.64,0,60,5/54,32.91,1,10,0,-16.26,
516,Junaid Siddique (BDESH),2007-2011,54,1196,100,23.0,1,0,-,-,0,23,0,-,
517,DSBP Kuruppu (SL),1983-1990,54,1022,72,20.03,0,-,-,-,-,30,8,-,
518,SG Law (AUS),1994-1999,54,1237,110,26.89,1,12,2/22,52.91,0,12,0,-26.02,
519,R McLaren (SA),2009-2014,54,485,71*,18.65,0,77,4/19,27.29,0,13,0,-8.64,
